-1.104796822914977383e-07,-2.775401242161024129e-08,8.001562434856168693e-08,9.356704566698681447e-08,-1.060435508293267048e-07,-1.144329502267282805e-07,9.021484004279045621e-08,-7.434857707266928628e-08,3.455037642652314389e-07,7.273551005937406444e-08,-1.227171395612458582e-07,-1.726161400483761099e-07,3.799385694946977310e-08,7.678838187530345749e-08,1.707474979184553376e-07,1.192358300983187291e-08,-4.367546324601789820e-08
-1.006988137960433960e-01,5.722144618630409241e-02,-1.693956851959228516e-01,1.228926423937082291e-02,-1.260416507720947266e-01,5.085590854287147522e-02,1.286806762218475342e-01,4.335122555494308472e-02,-2.137434855103492737e-02,3.563703000545501709e-01,-4.963782615959644318e-03,3.254564702510833740e-01,1.072421520948410034e-01,-3.419660031795501709e-01,1.161899343132972717e-01,-1.321073881399570382e-07,-3.904576227068901062e-02
-3.382392600178718567e-02,-2.351939976215362549e-01,3.879863917827606201e-01,4.414346814155578613e-01,9.104239940643310547e-02,-2.331150025129318237e-01,-2.712645828723907471e-01,-2.773765027523040771e-01,-2.244198322296142578e-01,-3.672752901911735535e-02,9.787245839834213257e-02,-4.992681741714477539e-01,3.100913763046264648e-01,-2.385833710432052612e-01,6.256334185600280762e-01,-6.916477701679468737e-08,2.325425893068313599e-01
3.399626180566883704e-08,-4.169109857343755721e-08,1.717931610301093315e-07,-5.965443250488533522e-08,8.514305704920843709e-08,1.490341645649095881e-07,-1.615348850236841827e-07,1.041477233343357511e-07,-1.858762921358447784e-08,-2.392483509083831450e-07,3.773519949845649535e-07,-9.444707416150777135e-08,-1.112312588702479843e-07,5.552283077747688367e-09,-1.455969851349436794e-07,7.586682393423416215e-09,-1.586059141800433281e-07
-1.072502136230468750e-01,-1.523673813790082932e-02,-5.763104557991027832e-02,-6.270342320203781128e-02,-6.060011684894561768e-02,-2.087862789630889893e-02,-2.994527108967304230e-02,3.936746716499328613e-02,-9.443795680999755859e-02,1.266171187162399292e-01,-2.173515558242797852e-01,1.832730621099472046e-01,5.458575114607810974e-02,4.781208634376525879e-01,6.836783289909362793e-01,1.058598986247716311e-09,7.431765645742416382e-02
-7.173240929841995239e-02,-4.704933613538742065e-02,-2.906290888786315918e-01,-1.963724642992019653e-01,7.058981806039810181e-02,-4.438604041934013367e-02,1.707370206713676453e-02,7.148491218686103821e-03,6.391397118568420410e-02,3.289404213428497314e-01,-1.437693536281585693e-01,7.269660234451293945e-01,2.491228980943560600e-03,1.534752268344163895e-02,-1.807508915662765503e-01,-1.623753576041053748e-07,5.990777909755706787e-02
1.797131403691309970e-07,1.977233843319936568e-08,-7.262382695216729189e-08,-3.484087187644036021e-07,7.767791032620152691e-08,-1.973866764481968517e-10,1.009100927262807090e-07,1.079751115184990340e-07,-1.675735035178149701e-07,-2.378512675704769208e-07,1.275366514619236114e-07,-8.314250266039380222e-08,1.074487485652753094e-07,-1.802503675207844935e-07,-9.106060616659306106e-08,-1.465905370423570275e-07,-5.192653773633537639e-08
-9.153425795105363250e-10,1.546816008612950100e-07,-1.960531363920381409e-07,5.889469356645804510e-09,1.492050927254240378e-07,2.096274620555504953e-08,-4.861838576175614435e-08,-1.665028150910075055e-07,1.154672091274733248e-07,7.052395289974811021e-08,-9.681109247594577027e-08,-1.642096414400384674e-08,5.239758849029385601e-08,8.709046284138821648e-08,1.921370795798793552e-07,2.171529622785328684e-08,-1.205747963695102953e-07
-1.219864884660637472e-07,1.182057616233578301e-07,4.220326488280079502e-08,-1.405211662586225430e-07,-1.591692608826633659e-07,-1.010644368193425180e-07,2.331878050654268009e-07,-1.715651194444944849e-07,-6.290144938247976825e-08,-2.128126297407106904e-08,-2.869558368701063955e-09,-1.063257357714064710e-07,-5.630715804727515206e-08,-4.386902219266630709e-08,8.096277781532990048e-08,1.257230763940242468e-07,-4.754443594379154092e-08
5.835430696606636047e-02,3.568748012185096741e-02,6.177975609898567200e-02,5.002690851688385010e-02,3.221573680639266968e-02,5.722770094871520996e-02,4.798687249422073364e-02,3.178330883383750916e-02,-5.355604365468025208e-02,3.497863411903381348e-01,-2.963805794715881348e-01,-6.147437691688537598e-01,1.327220257371664047e-02,-2.927756309509277344e-01,5.510678514838218689e-02,-1.923299066675099311e-07,-5.806525424122810364e-02
