1.337991125183179975e-04,1.429468512535095215e+00,-2.060595005750656128e-01,-1.311620473861694336e-01,-9.247932583093643188e-02,-5.962440371513366699e-02,-1.770549826323986053e-02,8.904102258384227753e-03,1.928523369133472443e-02,2.661564759910106659e-02,5.267998669296503067e-03,-3.306114301085472107e-02,-7.490258663892745972e-02,-1.124373152852058411e-01,-1.150781363248825073e-01,-1.032200455665588379e-01,-8.375178277492523193e-02,-6.815285235643386841e-02,-8.122835308313369751e-02,-1.426265239715576172e-01,-2.786263525485992432e-01
-3.153481753543019295e-03,1.298417091369628906e+00,-4.161942005157470703e-01,-3.220988810062408447e-01,-2.741505205631256104e-01,-2.207465320825576782e-01,-1.792794615030288696e-01,-1.402569860219955444e-01,-1.001804992556571960e-01,-7.536646723747253418e-02,-5.436957627534866333e-02,-2.366128750145435333e-02,4.589579533785581589e-03,2.524193190038204193e-02,5.490866675972938538e-02,8.056402206420898438e-02,9.736374765634536743e-02,1.267355978488922119e-01,1.468065828084945679e-01,1.602043509483337402e-01,-4.687403142452239990e-02
-1.628087274730205536e-02,1.900313258171081543e+00,-9.164635539054870605e-01,-7.602837085723876953e-01,-6.359424591064453125e-01,-5.238654613494873047e-01,-4.504291713237762451e-01,-3.860533535480499268e-01,-3.255306780338287354e-01,-2.802106738090515137e-01,-2.288660854101181030e-01,-1.711118221282958984e-01,-1.248198673129081726e-01,-9.290494024753570557e-02,-6.816339492797851562e-02,-6.050767004489898682e-02,-6.377338618040084839e-02,-6.324076652526855469e-02,-7.502847909927368164e-02,-8.959103375673294067e-02,-2.737354859709739685e-02
2.085302956402301788e-03,-1.229382514953613281e+00,5.931678414344787598e-01,4.710466265678405762e-01,3.953828215599060059e-01,3.218369483947753906e-01,2.712997496128082275e-01,2.222540080547332764e-01,1.704814583063125610e-01,1.311113387346267700e-01,8.656468242406845093e-02,2.891269885003566742e-02,-2.222292311489582062e-02,-6.522019952535629272e-02,-1.106660887598991394e-01,-1.414277255535125732e-01,-1.759262681007385254e-01,-2.222259193658828735e-01,-2.617434859275817871e-01,-3.120276033878326416e-01,1.260952204465866089e-01
1.670063589699566364e-03,2.950810909271240234e+00,3.877829909324645996e-01,2.532451748847961426e-01,8.971925824880599976e-02,-9.699489921331405640e-02,-2.239112854003906250e-01,-3.566181361675262451e-01,-5.294889211654663086e-01,-6.579228639602661133e-01,-8.072799444198608398e-01,-9.821472167968750000e-01,-1.115973949432373047e+00,-1.252382278442382812e+00,-1.388277292251586914e+00,-1.492817521095275879e+00,-1.589318275451660156e+00,-1.699193477630615234e+00,-1.790096998214721680e+00,-1.905188083648681641e+00,3.818097338080406189e-02
1.957085169851779938e-02,-9.689496457576751709e-02,5.821532607078552246e-01,5.071160197257995605e-01,4.692989587783813477e-01,4.341734647750854492e-01,3.802352547645568848e-01,3.297689855098724365e-01,2.936899960041046143e-01,2.665021717548370361e-01,2.458143234252929688e-01,2.269654870033264160e-01,2.223876416683197021e-01,2.331905364990234375e-01,2.496181726455688477e-01,2.806304395198822021e-01,3.165420591831207275e-01,3.407379984855651855e-01,3.866326808929443359e-01,4.325964152812957764e-01,2.064843475818634033e-01
2.249984070658683777e-02,1.255253672599792480e+00,-1.652704179286956787e-01,-1.068640500307083130e-01,-1.096130087971687317e-01,-1.172302514314651489e-01,-1.232909932732582092e-01,-1.254332959651947021e-01,-1.232543587684631348e-01,-1.277104616165161133e-01,-1.129982620477676392e-01,-7.818975299596786499e-02,-4.546166956424713135e-02,-2.699040435254573822e-02,-7.290598936378955841e-03,-3.719927975907921791e-03,-3.216196317225694656e-03,1.609621383249759674e-02,1.815796270966529846e-02,2.701354958117008209e-02,-2.201400399208068848e-01
1.481988234445452690e-03,-1.473682880401611328e+00,2.442235313355922699e-02,-5.869609117507934570e-02,-5.249636992812156677e-02,-2.700139395892620087e-02,-7.698839902877807617e-02,-1.234731376171112061e-01,-1.260989755392074585e-01,-1.155001223087310791e-01,-7.801654934883117676e-02,-3.180243074893951416e-02,1.899531111121177673e-02,9.849260747432708740e-02,1.717303693294525146e-01,2.529929280281066895e-01,3.228216171264648438e-01,3.493255376815795898e-01,4.152456223964691162e-01,5.103254318237304688e-01,-8.968561887741088867e-01
-1.179038546979427338e-02,-1.331567049026489258e+00,-3.929539918899536133e-01,-3.865419030189514160e-01,-3.552254438400268555e-01,-3.263655006885528564e-01,-2.885968685150146484e-01,-2.529072165489196777e-01,-2.240131050348281860e-01,-1.934705674648284912e-01,-1.770889908075332642e-01,-1.772940605878829956e-01,-1.818331032991409302e-01,-1.819773167371749878e-01,-1.885564774274826050e-01,-1.916455477476119995e-01,-1.954031884670257568e-01,-2.068916410207748413e-01,-2.067992389202117920e-01,-2.074941396713256836e-01,-2.082634717226028442e-01
4.329478833824396133e-04,2.047298669815063477e+00,3.433685898780822754e-01,3.050456345081329346e-01,2.235125601291656494e-01,1.407082676887512207e-01,8.364284783601760864e-02,4.169534519314765930e-02,1.133263111114501953e-02,-6.862731650471687317e-03,-1.118396688252687454e-02,-2.350592520087957382e-03,2.228281088173389435e-02,5.347287654876708984e-02,9.593443572521209717e-02,1.486664563417434692e-01,2.151894420385360718e-01,3.088541328907012939e-01,3.978007733821868896e-01,4.985090792179107666e-01,1.254520565271377563e-01
