-1.798270456492900848e-02,8.423628807067871094e-01,-1.383566856384277344e-01,5.160700157284736633e-02,-1.575862243771553040e-02,-1.553199887275695801e-01,6.257887929677963257e-02,2.688835561275482178e-01,-2.853930294513702393e-01,4.501565694808959961e-01,-2.702708542346954346e-01,9.484331607818603516e-01,-1.516916602849960327e-01,-3.416538238525390625e-01,-3.546163439750671387e-01,2.388628423213958740e-01
4.399855732917785645e-01,9.236551076173782349e-02,5.342675447463989258e-01,2.027797698974609375e-01,-6.391090750694274902e-01,1.185059547424316406e-02,6.669712662696838379e-01,5.385898351669311523e-01,1.765614151954650879e-01,-9.657286852598190308e-02,-2.994005382061004639e-01,4.688701629638671875e-01,-1.774817556142807007e-01,-3.470718488097190857e-02,-2.686213552951812744e-01,1.112497806549072266e+00
4.523064494132995605e-01,2.358141839504241943e-01,1.003814265131950378e-01,-2.045574784278869629e-01,2.630727887153625488e-01,-1.631488651037216187e-01,3.340493738651275635e-01,6.097276806831359863e-01,1.790806800127029419e-01,1.808130592107772827e-01,-1.084206253290176392e-01,7.331742644309997559e-01,-2.206937819719314575e-01,-2.833239138126373291e-01,-3.038471639156341553e-01,4.317248463630676270e-01
-4.146177172660827637e-01,9.779118001461029053e-02,3.337930738925933838e-01,1.392306387424468994e-01,-8.819473907351493835e-03,-6.585999131202697754e-01,-5.975170731544494629e-01,-3.012552261352539062e-01,2.419371157884597778e-02,-4.701283201575279236e-02,2.538280189037322998e-01,-7.568123191595077515e-02,3.000118434429168701e-01,2.652966789901256561e-02,3.724682331085205078e-01,-1.473769545555114746e-01
-3.632078766822814941e-01,1.532069444656372070e-01,-9.741391241550445557e-02,-3.629587292671203613e-01,-5.013172626495361328e-01,-7.865399867296218872e-02,-2.798244357109069824e-02,-6.912000775337219238e-01,2.343787848949432373e-01,4.593309015035629272e-02,1.063365697860717773e+00,-3.438075482845306396e-01,4.492700695991516113e-01,-9.762649238109588623e-02,8.165294528007507324e-01,1.366740316152572632e-01
-1.963348239660263062e-01,3.103329241275787354e-01,2.785448729991912842e-01,6.303206682205200195e-01,-4.992437362670898438e-02,-5.985326133668422699e-03,-2.243582345545291901e-02,-6.271155551075935364e-03,-5.786040425300598145e-01,-2.215746790170669556e-01,1.249164417386054993e-01,-5.287091806530952454e-02,1.806583106517791748e-01,-6.075421813875436783e-03,7.302569746971130371e-01,4.677447378635406494e-01
1.539999097585678101e-01,4.728938341140747070e-01,1.540513485670089722e-01,3.091846778988838196e-02,1.726937890052795410e-01,5.213512182235717773e-01,3.210714459419250488e-01,2.551226615905761719e-01,-3.704439997673034668e-01,6.938708573579788208e-02,-5.469386577606201172e-01,9.310165420174598694e-03,-2.837687730789184570e-01,-2.211058698594570160e-02,-1.285954415798187256e-01,-9.184996038675308228e-02
-2.848236858844757080e-01,-4.880788922309875488e-01,-2.683002650737762451e-01,-6.958422660827636719e-01,-1.501727461814880371e+00,-7.490562647581100464e-02,-4.830142483115196228e-02,-3.981313407421112061e-01,2.966925315558910370e-02,-1.088903769850730896e-01,5.308954119682312012e-01,1.220067143440246582e+00,7.633304595947265625e-01,8.951327204704284668e-02,5.878743529319763184e-01,1.070604085922241211e+00
-2.906877994537353516e-01,6.037184000015258789e-01,8.393587917089462280e-02,7.573228478431701660e-01,-5.923670530319213867e-01,2.653519213199615479e-01,3.422884941101074219e-01,-1.025449156761169434e+00,-1.015962138772010803e-01,1.031701639294624329e-01,-4.717105031013488770e-01,8.391184806823730469e-01,7.981218397617340088e-02,-3.939099237322807312e-02,2.624389231204986572e-01,5.522883534431457520e-01
2.236505597829818726e-01,-2.581820189952850342e-01,3.426764309406280518e-01,2.881946861743927002e-01,3.363224491477012634e-02,2.784997522830963135e-01,3.525903820991516113e-01,-2.682752907276153564e-01,-1.307799220085144043e-01,5.132694914937019348e-02,-2.902339398860931396e-01,2.050437033176422119e-01,1.024796217679977417e-01,-6.027078256011009216e-03,-8.561500906944274902e-02,-6.114813685417175293e-02
