-4.228484258055686951e-02,2.823977172374725342e-01,2.586965449154376984e-02,3.038615432160440832e-06,3.254998773627448827e-06,2.082040011882781982e-01,-1.985673065973969642e-07,4.153254628181457520e-02,1.043810695409774780e-01,-9.183043658822498401e-08,2.747027017176151276e-02,3.947706136386841536e-04,-2.391689122305251658e-07,6.253256401578255463e-08,-5.283254358801059425e-05,1.535789238005236257e-07,-5.509495437650002714e-08,6.283161044120788574e-02,1.370426070934627205e-05
-1.564868390560150146e-01,3.788143992424011230e-01,1.048406735062599182e-01,6.352948730636853725e-06,1.588964323673280887e-06,1.617093570530414581e-03,8.450297173112630844e-06,4.835755378007888794e-02,5.185679066926240921e-03,-1.572566361573990434e-07,-6.429014354944229126e-02,-4.224811680614948273e-03,1.864801504325441783e-07,9.681174560682848096e-06,1.469598710536956787e-01,6.944252106677595293e-08,-1.844975514586622012e-07,-2.622243463993072510e-01,-4.138441756367683411e-03
-3.166324645280838013e-02,1.188196614384651184e-01,7.396838814020156860e-02,1.755113771650940180e-05,4.434871152625419199e-05,2.511423267424106598e-02,-2.084886000375263393e-05,-2.520311176776885986e-01,1.207452919334173203e-02,-1.984528985587985517e-09,-5.404819175601005554e-02,-2.584767760708928108e-03,6.035037358742556535e-08,-4.464282483240822330e-06,1.739443540573120117e-01,1.233653250665156520e-07,-1.056995202475263795e-07,3.017939925193786621e-01,2.431328994134673849e-06
-1.904143951833248138e-02,-2.275915890932083130e-01,3.283642977476119995e-02,1.591844193171709776e-04,2.154372486984357238e-04,1.459879986941814423e-02,2.564177066233241931e-06,1.312200492975534871e-05,3.093340899795293808e-03,7.513639843637065496e-08,2.721481323242187500e-01,-1.665446870902087539e-05,-5.216687171127887268e-08,-1.949078523466596380e-06,-1.667690277099609375e-02,7.079005115429026773e-08,3.054707420346858271e-08,1.193009018898010254e-01,2.900002598762512207e-01
1.252993792295455933e-01,-4.048499092459678650e-02,1.961885839700698853e-01,1.289840929530328140e-05,3.947273580706678331e-05,2.212472558021545410e-01,-5.119547495269216597e-06,1.019743978977203369e-01,-8.554126543458551168e-05,8.315518273960265105e-10,8.465300314128398895e-03,6.773979112040251493e-05,1.063915462395925715e-07,1.196746211462595966e-06,-6.466592848300933838e-02,-1.850849287166056456e-07,4.238338249251683010e-07,-3.062770962715148926e-01,1.280885785818099976e-01
-1.322985440492630005e-01,1.908501535654067993e-01,5.441527464427053928e-04,3.724484827216656413e-07,1.392666581523371860e-05,-4.524763524532318115e-01,1.257010580957285129e-06,-2.828042805194854736e-01,1.654522120952606201e-02,-4.776325823740990018e-08,4.518775641918182373e-01,2.616104856133460999e-02,-7.923100042717123870e-08,-1.486347173340618610e-06,-3.085301024839282036e-03,-3.592106523342408764e-08,8.471750589933435549e-08,4.814897105097770691e-02,-4.789853846887126565e-07
1.242277771234512329e-01,-4.554977640509605408e-02,-1.274565584026277065e-03,-3.268220552854472771e-06,-9.615248018235433847e-06,-2.917389273643493652e-01,-1.935889478772878647e-03,-2.985830903053283691e-01,-1.336118876934051514e-01,7.054173778442418552e-08,6.987487897276878357e-03,3.369509708136320114e-03,1.477440889630088350e-07,-1.535162482468876988e-06,3.634305894374847412e-01,4.211499060602363897e-07,1.394385975572731695e-07,1.470702737569808960e-01,-2.783142554108053446e-04
1.410179883241653442e-01,-1.331035941839218140e-01,-3.078630659729242325e-03,1.130896489485166967e-04,2.663109444256406277e-05,4.318569973111152649e-02,1.633062772452831268e-02,-4.599792957305908203e-01,-1.167823001742362976e-02,-2.187600074421425234e-07,-3.170745968818664551e-01,-1.263779252767562866e-01,-1.232547219842672348e-07,2.855370894394582137e-06,-1.984273642301559448e-01,-2.444627682507416466e-07,-3.017603944499569479e-08,-6.041945815086364746e-01,8.724610438548552338e-07
-1.076958924531936646e-01,-2.065731026232242584e-02,2.126357890665531158e-02,1.377168373437598348e-04,1.746141642797738314e-04,3.521085381507873535e-01,-1.872216586207287037e-07,-1.342576891183853149e-01,3.858201950788497925e-02,1.104086493342038011e-07,8.984023332595825195e-02,6.591508736164541915e-06,2.192694239511183696e-07,1.846020012408189359e-07,4.458351805806159973e-02,-7.691364345419060555e-08,-6.409957364894580678e-08,1.675516515970230103e-01,3.196273837602348067e-06
-1.627885103225708008e-01,6.188509985804557800e-02,1.004461571574211121e-02,-1.012466018437407911e-04,-1.697987027000635862e-04,-1.646864075155463070e-05,9.792361197469290346e-06,1.716260099783539772e-03,-3.175616264343261719e-02,3.714560534717747942e-07,8.616211707703769207e-04,7.294166834981297143e-07,2.618436134582680097e-08,2.237275339211919345e-06,2.332116514444351196e-01,8.016876940075690072e-09,-2.617986751829448622e-07,-5.485154986381530762e-01,-2.719841540965717286e-05
