2.246665502525502234e-07,7.937374313371492462e-09,1.875921213922993047e-07,-5.788109191939838638e-08,-2.136287946541415295e-08,-1.567381531231148983e-07,1.882228133354146848e-07,-2.598505943751661107e-08,-3.420910132945209625e-08,-1.567461680451742723e-07,-1.786740000397912809e-07,-2.247293053869725554e-07,-3.625288869102405442e-08,1.567380394362771767e-07,-7.059875883896893356e-08,-1.627963115424790885e-07,1.566299800970227807e-07
1.790197434736739979e-10,2.246767252245263080e-07,1.484864924350404181e-07,1.396254667440643971e-08,3.562175621141250303e-08,-5.793350155158805137e-08,2.448340126193215838e-07,-4.096600036973541137e-08,-2.874116233897439088e-08,1.086769430003187153e-07,1.833790008731739363e-07,-2.865868431456419785e-08,1.611764730569120729e-07,8.856935806988985860e-08,-3.628637657016042795e-08,6.708994249038369162e-08,2.867164283770762268e-08
-9.336817311123013496e-04,1.478531856946574408e-07,-3.623190636403705867e-08,2.791446718219958711e-08,-1.402976934627986338e-08,1.526343993418777245e-07,-3.112701207896861888e-08,1.391687298735178047e-08,1.088477716848501586e-07,-5.795849844503209169e-08,1.601268877493566833e-07,-6.786788731005799491e-08,-1.844406511963825324e-07,-1.644738318873351091e-07,-1.540070684313832317e-07,-6.419880094199470477e-08,1.841113572709218715e-07
1.785834200518365833e-07,-1.875065720469137887e-07,-2.865649584293805674e-08,1.567381531231148983e-07,5.789814494505662879e-08,6.484479087021099986e-08,2.832724632639838092e-08,-2.873718329965413432e-08,-1.369316571242507052e-08,6.484484771362986066e-08,-1.619543752440222306e-07,4.102113848603039514e-08,2.961171863269385085e-10,-4.887119686713958799e-08,-1.457663434401013092e-10,2.865997750234328123e-08,-2.845926516670260753e-08
-4.967023770063860866e-08,8.844755683412586222e-08,5.181735573955847940e-08,-1.566033205335770617e-07,2.862285697347033420e-08,-3.011893667803633434e-08,4.117507046430546325e-08,5.780580281111724616e-08,-6.755286108273139689e-08,-1.778273883701331215e-07,1.587977891404079855e-07,-1.867713024239492370e-07,1.633401041090110084e-07,-7.060148732307425234e-08,1.505583213656791486e-07,-5.799358504532392544e-08,-4.147956644828809658e-08
-1.215396798215806484e-03,5.976485084602245479e-08,1.600115666633428191e-07,1.141837469020856588e-08,1.607542259307592758e-07,9.066708273053336598e-09,5.679105896660985309e-08,1.958212081376586866e-08,-5.138260661396998330e-08,1.638554607552578091e-07,1.604297921176112141e-07,1.590367446624441072e-07,5.910016653842831147e-08,-2.827723299958506686e-08,-3.570564288679634046e-08,-1.010003884971411026e-07,-1.589997964401845820e-07
-6.777899805456399918e-03,-2.999029291572696820e-08,-4.067278780439664843e-08,-4.132837361225938366e-08,1.150064079524781846e-07,-5.908596989456782467e-08,5.002346453730766029e-11,8.926747341320151463e-08,1.633947164236815297e-07,3.595106434772787907e-08,-1.779992153672083077e-09,-4.192965263882797444e-08,-7.076450003751233453e-08,1.377628588983270674e-08,2.150428635161460988e-08,-6.205691249761002837e-08,1.360416046480850127e-08
-4.967793287846689054e-08,2.150854783167233109e-08,4.158178512625454459e-08,-1.634528246086119907e-07,-5.678036885115034238e-08,-5.813501147144961578e-08,5.776328393380936177e-08,-1.566364602467729128e-07,-2.866544868140863400e-08,-1.388251114065042202e-08,-3.617606481043367239e-08,1.567220948572867201e-07,2.928720022055131267e-08,2.929911779858684895e-08,2.864901915700102109e-08,8.405371687558726990e-08,3.625237710025430715e-08
8.412970231574945501e-08,-1.656615400413841144e-10,1.629579173823003657e-07,5.797545199470732769e-08,-5.806660041685063334e-08,6.418881781655727536e-08,5.807552483361178020e-08,-2.868460313720788690e-08,1.078672440257832932e-07,-1.686742412410069392e-10,-5.781333456411630323e-08,-1.638241542423202191e-07,2.925599318359672907e-08,1.597442036427310086e-07,5.808584191413501685e-08,1.628393988539755810e-07,-6.706456190386234084e-08
-1.633793544897343963e-07,-6.142874298120659660e-08,1.032505636544556182e-07,1.631454438211221714e-07,-2.212141936297484790e-07,1.740983606168811093e-07,-1.630306769584422000e-07,2.657598763278201659e-08,6.094830240499504725e-08,-1.774849711644321815e-10,-5.204848463336020359e-08,-1.567380394362771767e-07,4.946329568156215828e-08,-1.640032110117317643e-07,-1.629048824725032318e-07,6.599225343961734325e-08,-2.836284451745996193e-08
1.500980602031631861e-07,-1.586129272368452803e-08,-6.419584508421394276e-08,1.683189698731268891e-10,1.391253690030680445e-08,-5.807919833955565991e-08,-1.778204392621773877e-07,-5.800509583764323907e-08,8.839337084509679698e-08,-1.403578497871649233e-08,-1.597047116774774622e-07,-1.403365335050921203e-08,1.635219888385108788e-07,1.597053227442302159e-07,-2.844234359145048074e-08,-1.626012391398035106e-07,-4.083887006345321424e-08
-2.446447240345150931e-07,-5.797262403461900249e-08,5.784542267406322935e-08,-4.948685727867996320e-08,1.636630315715592587e-07,2.859561476498129196e-08,1.621192495804280043e-07,-1.505266027379548177e-07,-1.387028270016799070e-08,2.869823134687976562e-08,5.133692937420164526e-08,-1.388810311198085401e-08,-5.571640571133684716e-08,5.061934515993016248e-08,1.637327784465014702e-07,-5.813387460307239962e-08,-4.058297520259657176e-08
