-5.568380601062017377e-08,1.567370730981565430e-07,1.599532026830274845e-07,-4.946193143950949889e-08,-3.450758612189019914e-08,-1.566559575394421699e-07,-3.135112724983457611e-10,3.834919881651188689e-10,-2.872217663707488100e-08,-1.566790928109185188e-07,-1.833799672112945700e-07,-1.085936673916876316e-07,-1.374318792102258158e-08,1.882549298670710414e-07,7.379160393838901655e-08,1.400995408573635359e-08,-1.630734232094255276e-07,-1.567375278455074294e-07,1.635838202673767228e-07,-2.867034964992853929e-08
1.394868398563176015e-08,3.615483379348916060e-08,1.395521387337339547e-08,-2.869284543294270406e-08,1.778447682454498135e-07,-2.156269052200343594e-10,-1.563930567272109329e-07,-6.970300603370560566e-08,-1.625686536499415524e-07,-1.567379257494394551e-07,-4.112828833058301825e-08,-8.845675125712659792e-08,2.872138082921082969e-08,-1.567380394362771767e-07,5.188559981661455822e-08,-5.778224121399944124e-08,-2.835629331343625381e-08,-1.367952329189847660e-08,2.864099357680061075e-08,2.246510888426200836e-07
5.795157775878578832e-08,3.080701915791905776e-08,2.875400895163693349e-08,-1.080010960663457809e-07,-1.503138169489659504e-10,2.855993486150509852e-08,1.623684227070043562e-07,-5.174449668743363873e-08,6.477356606637840741e-08,-4.093462280252424534e-08,5.798460378514391778e-08,5.778599287964425457e-08,5.120022095184140198e-08,1.567378689060205943e-07,-3.629893896572866652e-08,6.183761058764503105e-08,6.876475566741646617e-08,-6.476492586671156459e-08,-5.185170337540512264e-08,-1.751755074330674233e-09
4.886438986773100623e-08,1.629225039323500823e-07,-1.623977254894271027e-07,-1.567379257494394551e-07,1.630870087865332607e-07,3.443511076284266892e-08,5.183811779829738953e-08,-6.103748972918765503e-08,-1.303638708094467802e-08,6.484302872422631481e-08,-5.778735712169691396e-08,-1.628661721042590216e-07,1.634710429243568797e-07,-1.085183498616970610e-07,1.628520180929626804e-07,-1.554960959992968128e-07,-1.565292535588014289e-07,-1.631729560358508024e-07,8.211250701606331859e-08,-1.629350663279183209e-07
1.882164752942117047e-07,-3.444875318336926284e-08,-2.870097404183979961e-08,-1.085653025256760884e-07,8.236212067913584178e-08,-4.782899409860874584e-08,1.556002549030210957e-10,-7.422770664788913564e-08,2.457539172162626073e-10,3.167224349454045296e-08,3.617165944547195977e-08,-2.793786890720184601e-08,-3.629342515409916814e-08,6.154042608841336914e-08,1.567367320376433781e-07,3.098579171023629897e-08,1.673836038662557257e-07,-1.612913251847203355e-07,4.101750050722330343e-08,6.415363174028243520e-08
-4.104535378246509936e-08,-4.946051035403797869e-08,2.682955368982220534e-08,1.085417125068488531e-07,-5.206002384738894762e-08,5.214988973989420629e-08,-1.367707902488746186e-08,6.699136179122433532e-08,1.608427453447802691e-07,1.311365016576360176e-09,2.957761258137736604e-10,-1.873063126822671620e-07,-2.681449018382409122e-08,6.103481808850119705e-08,2.375197283299712581e-07,-4.109293172405159567e-08,6.484382453209036612e-08,6.481875658437274978e-08,-5.061866303890383278e-08,2.917771979582539643e-08
6.175135069952375488e-08,5.805483382914644608e-08,-1.737880808150293888e-07,-1.828046123364401865e-07,-5.204945097148083732e-08,5.805116742862992396e-08,-5.205809117114768014e-08,-1.393583026754185994e-08,2.476467955148109468e-07,1.401558158420357358e-08,-1.367099677906935540e-08,1.389819281882864743e-08,-1.632779458304867148e-07,1.626250991648703348e-07,-5.207446207577959285e-08,-1.370339752782001597e-08,-1.633609372220234945e-07,-2.082473002928963979e-07,-1.629161374694376718e-07,-1.632822659303201362e-07
1.639886004767276972e-09,-1.388023740389598970e-08,-1.567120051504389266e-07,1.567379257494394551e-07,4.885852078473362781e-08,2.926849873574610683e-08,-4.090047411864361493e-08,2.918556418762818794e-08,1.635461615023814375e-07,-1.634648469917010516e-07,1.629545067771687172e-07,2.928464226670257631e-08,-1.366798407786973257e-08,-1.638237545620313540e-09,1.167355101472367096e-08,1.634645059311878867e-07,2.835458801087042957e-08,-1.383760483975038369e-08,4.884243409719601914e-08,-1.638941284909378737e-07
1.505590603301243391e-07,-1.629661028346163221e-07,5.108835310352333181e-08,2.947992783219888224e-08,3.079786736748246767e-08,1.400506555171432410e-08,3.007168558610828768e-08,-5.619129694878211012e-08,1.701562335476580756e-09,2.591278658314877248e-08,-2.519804240819212282e-07,1.566687473086858517e-07,5.795731894409072993e-08,2.858335435007575143e-08,-3.629444833563866268e-08,-9.069194106814393308e-08,5.805472014230872446e-08,-4.958017640888101596e-08,4.515897344958830217e-08,-1.634988961995986756e-07
1.778589933110197308e-07,-1.657390953369031195e-07,-1.502386339780059643e-07,1.393247650582907227e-08,6.745269587327129557e-08,-1.740826718332755263e-07,7.059796303110488225e-08,1.758890704195437138e-07,-3.618433552787791996e-08,1.770870672324065254e-10,1.393389759130059247e-08,-1.708342911577176437e-10,2.851332325803923595e-08,1.544095198369177524e-07,-3.469214959750388516e-08,-3.630280431821120146e-08,3.089762756758318574e-08,1.740192914212457254e-07,2.659191977727459744e-08,-1.641420777076518789e-09
