8.279625326395034790e-03,3.381546586751937866e-03,2.164445631206035614e-02,8.621551096439361572e-03,-3.941265493631362915e-02,3.542314842343330383e-02,-4.984164610505104065e-03,2.074131276458501816e-03,1.995079033076763153e-02,3.991886973381042480e-02,-2.352407574653625488e-02,-2.274756785482168198e-03,1.613918878138065338e-02,-1.945486105978488922e-02,2.679401077330112457e-02,-1.906441152095794678e-02,-1.385917142033576965e-02,2.443172410130500793e-02,-2.863631211221218109e-02,-1.984162628650665283e-02,-2.116794139146804810e-02,-4.520586878061294556e-02,8.199180010706186295e-04,-1.936784014105796814e-02,-7.391568273305892944e-02,7.122860755771398544e-03,2.108660340309143066e-02,2.120924182236194611e-02,-3.055499168112874031e-03,1.603046059608459473e-02,-1.856614463031291962e-02,1.623449660837650299e-02,2.594424784183502197e-02,2.137184143066406250e-02,1.489730551838874817e-02,2.175739407539367676e-02
-9.197166189551353455e-03,1.198731176555156708e-02,-7.650335785001516342e-03,-5.562335718423128128e-03,-9.946531802415847778e-02,1.209003198891878128e-02,-1.556033547967672348e-02,1.167898438870906830e-02,-8.363529108464717865e-03,9.891562163829803467e-02,-3.098334372043609619e-02,9.333645924925804138e-03,1.885578408837318420e-02,8.574771694839000702e-03,8.291718363761901855e-02,8.455369621515274048e-03,-2.323028072714805603e-02,8.154025673866271973e-02,-4.203869029879570007e-02,8.617581799626350403e-03,8.513854816555976868e-03,-8.711279928684234619e-02,9.667741134762763977e-03,8.651173673570156097e-03,1.225028652697801590e-02,1.940995454788208008e-02,-8.393397554755210876e-03,8.796484023332595825e-02,-1.273452769964933395e-02,2.364179119467735291e-02,-2.039422281086444855e-02,-9.099956601858139038e-03,2.286611124873161316e-02,-7.877808064222335815e-03,1.587153971195220947e-02,-7.994529791176319122e-03
4.438662156462669373e-02,-1.560904644429683685e-02,4.664256051182746887e-02,3.178021404892206192e-03,3.032217966392636299e-03,-1.300685573369264603e-02,2.414102107286453247e-02,-1.695304922759532928e-02,4.155933111906051636e-02,-3.895622678101062775e-03,1.743023544549942017e-01,-4.354045912623405457e-02,-1.584131270647048950e-02,-4.804905876517295837e-02,-9.469381766393780708e-04,-4.884513840079307556e-02,-8.995929732918739319e-03,-6.330085452646017075e-04,1.057108398526906967e-03,-4.724277928471565247e-02,-4.739112034440040588e-02,1.723784953355789185e-03,-1.737187802791595459e-02,-4.672095179557800293e-02,7.667409721761941910e-03,2.477194881066679955e-03,4.698824509978294373e-02,-3.280039178207516670e-03,2.439447864890098572e-02,7.474701851606369019e-03,1.307841856032609940e-02,3.409447520971298218e-02,1.078809797763824463e-02,5.102612823247909546e-02,-1.941665075719356537e-02,4.898988083004951477e-02
8.230071514844894409e-03,3.607301786541938782e-02,1.753613166511058807e-02,5.754764191806316376e-03,2.516167238354682922e-02,3.928642254322767258e-03,-6.180282682180404663e-03,4.851027578115463257e-02,3.135348483920097351e-02,-2.093037776648998260e-02,-6.249101832509040833e-02,-1.095411647111177444e-02,1.616409234702587128e-02,-7.018338888883590698e-03,-2.328662201762199402e-02,-4.307842347770929337e-03,-1.419755723327398300e-02,-2.378153987228870392e-02,2.213514037430286407e-02,-1.698197238147258759e-02,-2.125931717455387115e-02,2.291901037096977234e-02,2.111341431736946106e-02,-1.480844710022211075e-02,-2.780068218708038330e-01,2.178554050624370575e-02,2.274197340011596680e-02,-2.123702317476272583e-02,-8.128621615469455719e-03,8.382272720336914062e-02,-4.300652071833610535e-02,3.816900402307510376e-02,7.366992533206939697e-02,8.435141295194625854e-03,5.134901404380798340e-02,1.038250699639320374e-02
-1.870835549198091030e-03,-2.024266496300697327e-02,-2.546069212257862091e-03,-3.129146294668316841e-03,-1.451841443777084351e-01,1.435450930148363113e-02,-2.363946987316012383e-03,-1.497896853834390640e-02,-2.279679058119654655e-03,1.391519457101821899e-01,-3.587735584005713463e-03,1.628105179406702518e-03,2.520543523132801056e-03,2.283236011862754822e-03,1.316366940736770630e-01,2.353757387027144432e-03,1.927576842717826366e-03,1.205415800213813782e-01,-7.669485360383987427e-02,2.204665914177894592e-03,2.228509401902556419e-03,-1.321506351232528687e-01,-4.798075184226036072e-03,2.194905653595924377e-03,2.936042472720146179e-02,-2.972265705466270447e-03,-2.268118783831596375e-03,1.243758276104927063e-01,-5.484394496306777000e-04,1.294143963605165482e-02,-3.475039731711149216e-03,-2.137015573680400848e-03,1.059309951961040497e-02,-2.270770957693457603e-03,3.315608482807874680e-03,-2.369185443967580795e-03
-9.398427791893482208e-03,-1.869638822972774506e-02,-2.720054797828197479e-02,-2.263239398598670959e-02,-5.660527944564819336e-02,2.588452212512493134e-02,-2.460087090730667114e-02,-1.864363439381122589e-02,-4.517320916056632996e-02,6.310985982418060303e-02,6.285464763641357422e-02,1.777726039290428162e-02,1.474443543702363968e-02,3.481455147266387939e-03,2.671751007437705994e-02,-3.649865393526852131e-04,-5.786877125501632690e-03,2.360917255282402039e-02,4.538689740002155304e-03,2.431498281657695770e-02,3.223655745387077332e-02,-4.393091425299644470e-02,-3.965959884226322174e-03,2.128756605088710785e-02,2.450470440089702606e-02,-1.271832175552845001e-02,-3.341251239180564880e-02,4.028568044304847717e-02,-1.101968344300985336e-02,1.385171338915824890e-02,-1.120406482368707657e-02,-6.466495245695114136e-02,1.733761280775070190e-02,-6.053490564227104187e-03,1.451556012034416199e-02,-1.174284983426332474e-02
4.233943764120340347e-03,-2.818168140947818756e-03,2.083562314510345459e-02,4.960392415523529053e-02,4.773163050413131714e-02,2.865748945623636246e-03,5.639587994664907455e-03,2.606242895126342773e-03,2.863766066730022430e-02,-4.713682085275650024e-02,-3.373781219124794006e-03,-3.882260760292410851e-03,-8.420216850936412811e-03,-4.704512655735015869e-03,-4.135612025856971741e-02,-4.750954918563365936e-03,2.139794640243053436e-03,-3.978364542126655579e-02,3.148793056607246399e-02,-1.598394475877285004e-02,-2.286632172763347626e-02,4.348845779895782471e-02,-2.464028540998697281e-03,-1.302061695605516434e-02,-6.511482596397399902e-02,2.998816315084695816e-03,2.405639365315437317e-02,-4.080590978264808655e-02,-1.061027869582176208e-02,-2.731245476752519608e-03,1.067044679075479507e-02,3.634545952081680298e-02,4.786799196153879166e-03,4.788673482835292816e-03,-8.066614158451557159e-03,8.602139540016651154e-03
6.909260991960763931e-03,-8.643261389806866646e-04,2.885517291724681854e-02,1.564766094088554382e-02,1.864242851734161377e-01,-3.330669924616813660e-02,-1.352282706648111343e-02,-1.438286039046943188e-03,2.992496266961097717e-02,-1.727985888719558716e-01,1.149020344018936157e-01,-4.629627801477909088e-03,1.062312442809343338e-02,-2.057661674916744232e-02,-1.787159740924835205e-01,-1.935024373233318329e-02,-1.899425126612186432e-02,-1.786161959171295166e-01,1.655106842517852783e-01,-2.591189183294773102e-02,-2.840484678745269775e-02,1.838922202587127686e-01,-1.772188581526279449e-03,-2.492473833262920380e-02,-8.414598554372787476e-02,1.422862056642770767e-02,2.888497896492481232e-02,-1.714002341032028198e-01,-1.699930988252162933e-02,5.443376488983631134e-03,-1.000084262341260910e-02,3.107763826847076416e-02,2.202166244387626648e-02,2.499624900519847870e-02,7.472908589988946915e-03,2.627136930823326111e-02
4.168409388512372971e-03,1.695447135716676712e-03,1.666639000177383423e-02,-2.994946436956524849e-03,-5.012758821249008179e-02,6.473905593156814575e-02,6.910072639584541321e-03,4.052920732647180557e-03,2.134918980300426483e-02,5.137719959020614624e-02,-1.196739226579666138e-01,2.953796414658427238e-03,3.003394464030861855e-03,-1.285790745168924332e-02,4.792533069849014282e-02,-1.323982514441013336e-02,-3.199526574462652206e-03,4.743863642215728760e-02,-3.785590827465057373e-02,-1.431987248361110687e-02,-1.683279871940612793e-02,-4.740224406123161316e-02,1.098077185451984406e-02,-1.392328459769487381e-02,-1.001330912113189697e-01,7.390505168586969376e-03,1.871492713689804077e-02,5.121297761797904968e-02,2.674061805009841919e-02,9.673681110143661499e-02,-2.945292927324771881e-02,1.910569891333580017e-02,7.517071813344955444e-02,1.427219714969396591e-02,2.550211548805236816e-02,1.519034896045923233e-02
1.882459037005901337e-02,-4.668535199016332626e-03,3.217447549104690552e-02,1.600736938416957855e-02,2.924909256398677826e-02,-3.569232358131557703e-04,-1.604187302291393280e-02,-8.249456994235515594e-03,2.878312766551971436e-02,-3.253744915127754211e-02,4.020616412162780762e-02,-1.294294744729995728e-02,1.198548916727304459e-02,-2.850968576967716217e-02,-2.707467041909694672e-02,-2.824843302369117737e-02,-6.225524004548788071e-03,-2.676409110426902771e-02,2.635533176362514496e-02,-3.051395155489444733e-02,-3.095538541674613953e-02,2.915087342262268066e-02,-1.368123386055231094e-02,-2.994030714035034180e-02,7.917845621705055237e-03,2.172831678763031960e-03,3.161511197686195374e-02,-3.025641478598117828e-02,-4.003215872216969728e-04,9.475010447204113007e-03,-1.552739832550287247e-02,1.706427335739135742e-02,1.347642578184604645e-02,3.025562129914760590e-02,2.972906455397605896e-02,3.028967976570129395e-02
