-4.591892063617706299e-01,-1.208833232522010803e-01,-2.167399078607559204e-01,5.494349822402000427e-02,4.774135723710060120e-02,-7.920063138008117676e-01,5.646727234125137329e-02,-2.304132468998432159e-02,-9.524435549974441528e-02,-1.503041107207536697e-02,-6.543494760990142822e-02,-8.577043563127517700e-02,3.377752602100372314e-01,1.306982636451721191e-01,-3.834464773535728455e-02,1.502559781074523926e-01,1.708316653966903687e-01,1.017734289169311523e+00
3.841444104909896851e-02,1.327997352927923203e-02,1.271297782659530640e-01,1.163462996482849121e-01,-4.663528800010681152e-01,-5.468173623085021973e-01,-3.548629283905029297e-01,1.409564763307571411e-01,-3.180548846721649170e-01,1.400667130947113037e-01,2.206152528524398804e-01,2.471917308866977692e-03,1.351074725389480591e-01,6.072662770748138428e-02,4.374197125434875488e-01,-1.223108079284429550e-02,-7.907404005527496338e-02,-7.196101546287536621e-01
6.497783958911895752e-02,-2.175189703702926636e-01,1.149294823408126831e-01,1.489988267421722412e-01,3.250952661037445068e-01,-7.847973108291625977e-01,-4.935967326164245605e-01,-1.378349214792251587e-02,3.763260841369628906e-01,-6.711380183696746826e-02,3.814348205924034119e-02,-7.686270028352737427e-02,4.073536992073059082e-01,8.484963327646255493e-02,3.529269620776176453e-02,9.232414513826370239e-02,-5.783240795135498047e-01,-7.937306165695190430e-02
-2.644090056419372559e-01,-3.067723512649536133e-01,3.833741843700408936e-01,-2.794420160353183746e-02,-2.180142700672149658e-02,-5.779730081558227539e-01,1.462618857622146606e-01,-1.177551075816154480e-01,-3.866580724716186523e-01,-3.627773523330688477e-01,6.673389673233032227e-02,-1.429186761379241943e-01,2.068881839513778687e-01,3.254716098308563232e-02,-1.063399016857147217e-01,-8.246335387229919434e-02,-5.559656396508216858e-02,1.403395533561706543e-01
5.899048969149589539e-02,-5.001444220542907715e-01,1.473102420568466187e-01,-1.538814753293991089e-01,8.112033456563949585e-02,-1.748059242963790894e-01,-1.416101008653640747e-01,6.753959506750106812e-02,2.233017235994338989e-01,-1.571066379547119141e-01,2.834890484809875488e-01,-1.667439937591552734e-01,3.185281455516815186e-01,-9.588346630334854126e-02,-4.226007461547851562e-01,1.312175691127777100e-01,-9.210282564163208008e-02,2.475591003894805908e-02
3.409945070743560791e-01,5.500193685293197632e-03,-1.455276757478713989e-01,-5.120685324072837830e-02,-1.941293776035308838e-01,1.716408133506774902e-01,-3.308179229497909546e-02,4.504356160759925842e-02,3.514562845230102539e-01,-1.074069067835807800e-01,2.315578013658523560e-01,-3.630512058734893799e-01,4.139167442917823792e-02,-1.307053714990615845e-01,-3.307934701442718506e-01,-4.101636409759521484e-01,-2.190785109996795654e-01,-8.469334244728088379e-02
-2.667617797851562500e-01,-1.221351549029350281e-01,2.736975550651550293e-01,-2.780641317367553711e-01,7.351147383451461792e-02,-2.722132205963134766e-01,-2.539353966712951660e-01,1.370852589607238770e-01,1.061532832682132721e-02,2.430327832698822021e-01,2.608338892459869385e-01,-4.704518988728523254e-02,4.342099186033010483e-03,-2.816047668457031250e-01,-7.304861396551132202e-02,-2.525120079517364502e-01,-1.904423236846923828e-01,-8.943198621273040771e-02
-2.039142251014709473e-01,-1.302366852760314941e-01,-1.451068371534347534e-02,-5.302523449063301086e-02,-7.258866727352142334e-02,1.490978747606277466e-01,5.414756014943122864e-02,1.483390778303146362e-01,-2.327957563102245331e-02,3.439570367336273193e-01,-2.192329764366149902e-01,3.403117656707763672e-01,-3.562486171722412109e-02,4.240047335624694824e-01,-3.245584368705749512e-01,1.928279921412467957e-02,1.281980723142623901e-01,-2.235711365938186646e-01
-4.092672467231750488e-01,-4.293903708457946777e-02,-2.725355923175811768e-01,6.196312904357910156e-01,-8.921665698289871216e-02,-4.999826848506927490e-01,5.964239835739135742e-01,-2.993961572647094727e-01,3.945985138416290283e-01,4.343996644020080566e-01,4.177199676632881165e-02,-6.664551794528961182e-03,1.321920901536941528e-01,3.084335625171661377e-01,7.236471027135848999e-02,1.185015887022018433e-01,-6.547794211655855179e-03,-4.279122352600097656e-01
2.951534390449523926e-01,1.514241378754377365e-02,-2.524633109569549561e-01,-3.290190398693084717e-01,-2.532691955566406250e-01,2.569426000118255615e-01,1.696707457304000854e-01,-4.034987688064575195e-01,-2.754389643669128418e-01,-4.650163948535919189e-01,-7.455142587423324585e-02,5.438183620572090149e-02,-2.966094911098480225e-01,4.670375883579254150e-01,-1.260339170694351196e-01,1.698676347732543945e-01,4.675180017948150635e-01,1.320713609457015991e-01
